"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[21: multipartResolve(Bethel DE US)]')",[1124]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'though')","[201383, 201978, 420124, 420719]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'likely')","[189425, 190281, 408166, 409022]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Somali')","[9118, 9691, 21684, 22373, 32683, 33239, 44619, 45206, 46871, 47717, 59687, 60324, 77053, 77846, 79648, 80296, 84689, 85104, 93879, 94848, 96077, 96812, 119067, 119900, 121501, 121993, 122631, 123267, 130076, 130924, 168671, 169464, 171267, 171741, 172610, 173020, 180555, 181002, 196435, 197050, 203110, 203282, 227859, 228432, 240425, 241114, 251424, 251980, 263360, 263947, 265612, 266458, 278428, 279065, 295794, 296587, 298389, 299037, 303430, 303845, 312620, 313589, 314818, 315553, 337808, 338641, 340242, 340734, 341372, 342008, 348817, 349665, 387412, 388205, 390008, 390482, 391351, 391761, 399296, 399743, 415176, 415791, 421851, 422023]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'President')","[101727, 102570, 205074, 205388, 320468, 321311, 423815, 424129]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', ""'Help')"")","[18263, 18804, 237004, 237545]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'hacked.')","[201066, 201258, 419807, 419999]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'it’s')","[179341, 180216, 199623, 200285, 398082, 398957, 418364, 419026]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Britain.')","[191427, 192099, 410168, 410840]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'measure,')","[70435, 70882, 289176, 289623]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[34: multipartResolve([London, , ] 2,643,743)]')",[3255]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'streets,”')","[189575, 190425, 408316, 409166]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Ambassador')","[89397, 90182, 91904, 92827, 101927, 102152, 102252, 102762, 102978, 103074, 120483, 120951, 308138, 308923, 310645, 311568, 320668, 320893, 320993, 321503, 321719, 321815, 339224, 339692]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'civilians.')","[81321, 81633, 143097, 143481, 300062, 300374, 361838, 362222]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'above')","[226892, 227689, 445633, 446430]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'pointed')","[126000, 126640, 344741, 345381]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '“During')","[158420, 158869, 377161, 377610]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Yahya,')","[155057, 155862, 373798, 374603]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'and,')","[179316, 180192, 398057, 398933]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Shiek')","[150388, 151178, 369129, 369919]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'recently')","[37485, 38122, 256226, 256863]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'visit')","[64222, 64535, 282963, 283276]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'During')","[56029, 56878, 274770, 275619]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'refusing')","[218504, 219540, 437245, 438281]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'stand')","[121351, 121849, 340092, 340590]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'lives.')","[84864, 85272, 303605, 304013]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Media')","[125900, 126544, 344641, 345285]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'gathered')","[74989, 75869, 166607, 167487, 293730, 294610, 385348, 386228]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'experts.')","[186327, 187023, 405068, 405764]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'displacement.')","[87424, 88960, 306165, 307701]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'com.bericotech.clavin.resolver.multipart.MultipartLocationResolverTest')",[179]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'represent')","[28473, 29038, 247214, 247779]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'money')","[67968, 68411, 286709, 287152]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Emmanuel')","[53482, 54204, 157600, 158021, 272223, 272945, 376341, 376762]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'nearly')","[198773, 199068, 417514, 417809]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'responsibility.')","[173243, 173411, 391984, 392152]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'pace')","[62856, 63682, 281597, 282423]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'provide')","[111046, 111916, 329787, 330657]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testChunkifyList(com.bericotech.clavin.util.ListUtilsTest)')","[4292, 7836]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Garissa')","[157875, 158285, 376616, 377026]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'affairs')","[21959, 22637, 240700, 241378]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'early')","[48249, 49237, 266990, 267978]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[32: multipartResolve(  UK)]')",[1608]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '06')","[99556, 100874, 318297, 319615]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[29: multipartResolve(London  UK)](com.bericotech.clavin.resolver.multipart.MultipartLocationResolverTest)')","[1499, 6274]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'terrorism')","[118742, 119588, 337483, 338329]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'have')","[41000, 41368, 50235, 51123, 52036, 52725, 53882, 54588, 57821, 58441, 62381, 63226, 65762, 66107, 67893, 68339, 76978, 77774, 84489, 84912, 86299, 87880, 90814, 91360, 94079, 95040, 96177, 96908, 113894, 114403, 128193, 129234, 131843, 132913, 137724, 138395, 147222, 148192, 168596, 169392, 178035, 178500, 201016, 201210, 259741, 260109, 268976, 269864, 270777, 271466, 272623, 273329, 276562, 277182, 281122, 281967, 284503, 284848, 286634, 287080, 295719, 296515, 303230, 303653, 305040, 306621, 309555, 310101, 312820, 313781, 314918, 315649, 332635, 333144, 346934, 347975, 350584, 351654, 356465, 357136, 365963, 366933, 387337, 388133, 396776, 397241, 419757, 419951]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Egeh')","[177835, 178308, 179591, 180456, 183373, 183897, 184977, 185578, 396576, 397049, 398332, 399197, 402114, 402638, 403718, 404319]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'al-Qaeda,')","[191352, 192027, 410093, 410768]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'targeted')","[31255, 31822, 78095, 78936, 169713, 170554, 249996, 250563, 296836, 297677, 388454, 389295]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Mayor')","[114860, 115274, 333601, 334015]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Union,')","[61098, 61832, 279839, 280573]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'after')","[29726, 30537, 40254, 40643, 43445, 44078, 87349, 88888, 133976, 134496, 138124, 138779, 147447, 148408, 248467, 249278, 258995, 259384, 262186, 262819, 306090, 307629, 352717, 353237, 356865, 357520, 366188, 367149]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'said.Lack')","[176047, 177545, 394788, 396286]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'appointed')","[28373, 28942, 247114, 247683]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'something')","[68837, 69283, 179466, 180336, 287578, 288024, 398207, 399077]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'week,')","[204289, 204655, 423030, 423396]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'parked')","[59462, 60108, 278203, 278849]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'upcoming')","[26366, 26953, 46846, 47693, 245107, 245694, 265587, 266434]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'commanders')","[51936, 52629, 270677, 271370]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Spokesman')","[53457, 54180, 272198, 272921]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'like')","[174997, 175622, 176537, 177137, 179491, 180360, 181961, 182892, 393738, 394363, 395278, 395878, 398232, 399101, 400702, 401633]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'bottom')","[115605, 116025, 334346, 334766]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[20: multipartResolve([London, Ontario, Canada] 6,058,560)]')",[2639]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'fighting.')","[134376, 134880, 353117, 353621]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Meeting')","[107707, 108382, 210816, 212040, 326448, 327123, 429557, 430781]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'yesterday')","[175472, 176993, 394213, 395734]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'without')","[206335, 207229, 425076, 425970]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'km')","[132693, 133729, 351434, 352470]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'consolidate')","[110671, 111556, 329412, 330297]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'program')","[19166, 19739, 237907, 238480]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'dismissed')","[38952, 39523, 257693, 258264]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'In')","[10282, 10706, 195426, 195825, 226217, 227041, 229023, 229447, 414167, 414566, 444958, 445782]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'clear')","[221930, 222875, 440671, 441616]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'message')","[201708, 202290, 420449, 421031]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'personalities')","[207648, 208337, 426389, 427078]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[23: multipartResolve([Bethel, Delaware, United States] 4,141,443)]')",[2771]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'opposed')","[92129, 93043, 310870, 311784]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '11')","[79998, 80632, 298739, 299373]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'business')","[80073, 80704, 298814, 299445]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'gunshots')","[145444, 145966, 364185, 364707]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'wave')","[185652, 186375, 404393, 405116]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'envoy.')","[70810, 71242, 289551, 289983]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'grade')","[212891, 213405, 431632, 432146]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'administration')","[42111, 42790, 150563, 151346, 260852, 261531, 369304, 370087]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '”infidels”')","[140994, 142167, 359735, 360908]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'aims')","[26466, 27049, 245207, 245790]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'infiltrate')","[185877, 186591, 404618, 405332]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'overcome')","[209145, 209854, 427886, 428595]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'erupted')","[132118, 133177, 133951, 134472, 350859, 351918, 352692, 353213]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Posts')","[9218, 9787, 14033, 15002, 83559, 84055, 227959, 228528, 232774, 233743, 302300, 302796]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Bashar')","[205099, 205412, 423840, 424153]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'pick')","[196660, 197266, 415401, 416007]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Giving')","[125775, 126424, 344516, 345165]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'at')","[10532, 10946, 14333, 15290, 26491, 27073, 31280, 31430, 31846, 31990, 36281, 36800, 44769, 45350, 48374, 49357, 50435, 51315, 54082, 54780, 54903, 55500, 62781, 63610, 73148, 73985, 74839, 75725, 78170, 79008, 79948, 80048, 80584, 80680, 91164, 91696, 116563, 117128, 126125, 126760, 128868, 129882, 130326, 131164, 132618, 133657, 164766, 165603, 166457, 167343, 169788, 170626, 229273, 229687, 233074, 234031, 245232, 245814, 250021, 250171, 250587, 250731, 255022, 255541, 263510, 264091, 267115, 268098, 269176, 270056, 272823, 273521, 273644, 274241, 281522, 282351, 291889, 292726, 293580, 294466, 296911, 297749, 298689, 298789, 299325, 299421, 309905, 310437, 335304, 335869, 344866, 345501, 347609, 348623, 349067, 349905, 351359, 352398, 383507, 384344, 385198, 386084, 388529, 389367]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'other')","[19641, 20195, 52161, 52845, 81296, 81609, 84564, 84984, 132568, 133609, 186077, 186783, 223742, 224414, 238382, 238936, 270902, 271586, 300037, 300350, 303305, 303725, 351309, 352350, 404818, 405524, 442483, 443155]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Government.')","[70034, 70298, 288775, 289039]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[40: multipartResolve([Parish of Saint Thomas, Ashmore and Cartier Islands] null)]')",[3519]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[12: multipartResolve([Boston, Massachusetts, United States] 4,930,956)](com.bericotech.clavin.resolver.multipart.MultiLevelMultipartLocationResolverTest)')","[2310, 6670]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[44: multipartResolve([] null)]')","[3695, 456983, 457005]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'highlighted')","[26316, 26905, 245057, 245646]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'set')","[55028, 55620, 110846, 111724, 226342, 227161, 273769, 274361, 329587, 330465, 445083, 445902]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'interview')","[125825, 126472, 344566, 345213]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[43: multipartResolve([, , ] null)](com.bericotech.clavin.resolver.multipart.MultiLevelMultipartLocationResolverTest)')","[3674, 7352]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'explosion,')","[35522, 35915, 254263, 254656]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[2: multipartResolve([Springfield, Missouri, United States] 4,409,896)]')",[1847]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'threats')","[222255, 223187, 440996, 441928]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '""In')","[14433, 15386, 233174, 234127]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'account')","[201533, 202122, 420274, 420863]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'emerged')","[71854, 72607, 163472, 164225, 290595, 291348, 382213, 382966]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'helicopter')","[162138, 162582, 380879, 381323]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Galmudug')","[144423, 145101, 147922, 148864, 214662, 215437, 363164, 363842, 366663, 367605, 433403, 434178]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'hostilities')","[146648, 146963, 365389, 365704]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'facilities,')","[16564, 17121, 235305, 235862]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[2: multipartResolve(Springfield Missouri United States)]')",[288]
