"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_7_Lucene50_0.doc')",[950225]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', 'A')","[26176, 30016, 34336, 40096, 71776, 100096, 112096, 120256, 124096, 134656, 148407, 152247, 156567, 162327, 194007, 222327, 234327, 242487, 246327, 256887, 284379, 288219, 292539, 298299, 329979, 358299, 370299, 378459, 382299, 392859, 420885, 424725, 429045, 434805, 466485, 494805, 506805, 514965, 518805, 529365, 570881, 574721, 579041, 584801, 616481, 644801, 656801, 664961, 668801, 679361]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 'S')","[33232, 35152, 36592, 40432, 42832, 43312, 53392, 92752, 98032, 99472, 116272, 155463, 157383, 158823, 162663, 165063, 165543, 175623, 214983, 220263, 221703, 238503, 291435, 293355, 294795, 298635, 301035, 301515, 311595, 350955, 356235, 357675, 374475, 427941, 429861, 431301, 435141, 437541, 438021, 448101, 487461, 492741, 494181, 510981, 577937, 579857, 581297, 585137, 587537, 588017, 598097, 637457, 642737, 644177, 660977]"
"('ContentType.java', 'org.apache.poi.openxml4j.opc.internal.ContentType', '<init>', '^([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)/([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)$', 'application/vnd.openxmlformats-officedocument.wordprocessingml.header+xml')","[409605, 409650, 545810, 545855, 695806, 695851]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_3.cfe')","[740774, 742408, 762058, 764691, 790131, 796500, 818853, 819791, 881921, 903160, 904587, 905506, 905967, 927206, 927561, 928299, 928760, 947585, 1004964]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', '}')","[29584, 56944, 58864, 67984, 91504, 101104, 107824, 151815, 179175, 181095, 190215, 213735, 223335, 230055, 287787, 315147, 317067, 326187, 349707, 359307, 366027, 424293, 451653, 453573, 462693, 486213, 495813, 502533, 574289, 601649, 603569, 612689, 636209, 645809, 652529]"
"('ContentType.java', 'org.apache.poi.openxml4j.opc.internal.ContentType', '<init>', '^([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)/([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)$', 'application/vnd.openxmlformats-officedocument.theme+xml')","[405204, 405249, 541409, 541454, 691405, 691450]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 'P')","[45712, 50992, 64912, 68272, 69232, 75952, 80272, 80752, 81232, 97552, 114832, 167943, 173223, 187143, 190503, 191463, 198183, 202503, 202983, 203463, 219783, 237063, 303915, 309195, 323115, 326475, 327435, 334155, 338475, 338955, 339435, 355755, 373035, 440421, 445701, 459621, 462981, 463941, 470661, 474981, 475461, 475941, 492261, 509541, 590417, 595697, 609617, 612977, 613937, 620657, 624977, 625457, 625937, 642257, 659537]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', '/')","[84256, 84736, 85216, 85696, 109696, 111616, 121696, 122176, 125056, 125536, 126016, 135136, 135616, 136096, 206487, 206967, 207447, 207927, 231927, 233847, 243927, 244407, 247287, 247767, 248247, 257367, 257847, 258327, 342459, 342939, 343419, 343899, 367899, 369819, 379899, 380379, 383259, 383739, 384219, 393339, 393819, 394299, 478965, 479445, 479925, 480405, 504405, 506325, 516405, 516885, 519765, 520245, 520725, 529845, 530325, 530805, 628961, 629441, 629921, 630401, 654401, 656321, 666401, 666881, 669761, 670241, 670721, 679841, 680321, 680801]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\.', 'I')","[44368, 48688, 59728, 61168, 62608, 64528, 66448, 96688, 106288, 117808, 126448, 128368, 131728, 166599, 170919, 181959, 183399, 184839, 186759, 188679, 218919, 228519, 240039, 248679, 250599, 253959, 302571, 306891, 317931, 319371, 320811, 322731, 324651, 354891, 364491, 376011, 384651, 386571, 389931, 439077, 443397, 454437, 455877, 457317, 459237, 461157, 491397, 500997, 512517, 521157, 523077, 526437, 589073, 593393, 604433, 605873, 607313, 609233, 611153, 641393, 650993, 662513, 671153, 673073, 676433]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825365739')",[947642]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', 'C')","[27760, 29200, 44080, 45040, 47440, 48400, 49360, 54640, 58480, 61840, 70480, 73840, 74800, 82000, 82960, 83920, 94000, 94480, 96400, 103600, 108880, 116080, 118960, 124720, 134320, 140080, 149991, 151431, 166311, 167271, 169671, 170631, 171591, 176871, 180711, 184071, 192711, 196071, 197031, 204231, 205191, 206151, 216231, 216711, 218631, 225831, 231111, 238311, 241191, 246951, 256551, 262311, 285963, 287403, 302283, 303243, 305643, 306603, 307563, 312843, 316683, 320043, 328683, 332043, 333003, 340203, 341163, 342123, 352203, 352683, 354603, 361803, 367083, 374283, 377163, 382923, 392523, 398283, 422469, 423909, 438789, 439749, 442149, 443109, 444069, 449349, 453189, 456549, 465189, 468549, 469509, 476709, 477669, 478629, 488709, 489189, 491109, 498309, 503589, 510789, 513669, 519429, 529029, 534789, 572465, 573905, 588785, 589745, 592145, 593105, 594065, 599345, 603185, 606545, 615185, 618545, 619505, 626705, 627665, 628625, 638705, 639185, 641105, 648305, 653585, 660785, 663665, 669425, 679025, 684785]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\.', '[')","[64000, 117280, 132160, 186231, 239511, 254391, 322203, 375483, 390363, 458709, 511989, 526869, 608705, 661985, 676865]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', 't')","[27280, 97360, 149511, 219591, 285483, 355563, 421989, 492069, 571985, 642065]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', 'I')","[44512, 48832, 59872, 61312, 62752, 64672, 66592, 96832, 106432, 117952, 126592, 128512, 131872, 166743, 171063, 182103, 183543, 184983, 186903, 188823, 219063, 228663, 240183, 248823, 250743, 254103, 302715, 307035, 318075, 319515, 320955, 322875, 324795, 355035, 364635, 376155, 384795, 386715, 390075, 439221, 443541, 454581, 456021, 457461, 459381, 461301, 491541, 501141, 512661, 521301, 523221, 526581, 589217, 593537, 604577, 606017, 607457, 609377, 611297, 641537, 651137, 662657, 671297, 673217, 676577]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', '2')","[22096, 22576, 23056, 78256, 144327, 144807, 145287, 200487, 280299, 280779, 281259, 336459, 416805, 417285, 417765, 472965, 566801, 567281, 567761, 622961]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', '/word/_rels/numbering.xml.rels')","[408509, 544714, 694710]"
"('MediaType.java', 'org.apache.tika.mime.MediaType', 'parse', '(?s)\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*/\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*($|;.*)', 'application/x-berkeley-db;format=hash;version=3')","[15630, 18069]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'testRenameIMAPIntgr(de.saly.elasticsearch.imap.RiverPopImapTestCase)')","[160, 522, 720047]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515824984502')",[734634]
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_6.fdt')",[949799]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\.', 'R')","[106768, 108208, 228999, 230439, 364971, 366411, 501477, 502917, 651473, 652913]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_1_Lucene54_0.dvd')","[717000, 718394, 735244, 737476, 738440, 738565, 739505, 758596, 760861, 761314, 762571, 763281, 785182, 785701, 788965, 792873, 793558, 813051, 817229, 817584, 817939, 818294, 839081, 840353, 841773, 842128, 842483, 860663, 880235, 900801, 901511, 903318, 903673, 904028, 923163, 923518, 923873, 924148, 924583, 946156, 946995, 948477, 948832, 1002954, 1003309, 1004019, 1005470, 1006180]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_2.nvd')","[718775, 737960, 739150, 739860, 740135, 759955, 762216, 762926, 789418, 815195, 842869, 862438, 881331, 901932, 902416, 925004, 925488, 925937, 926292, 926822, 946577, 948122, 1004374, 1005115, 1005825]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', 's')","[109216, 231447, 367419, 503925, 653921]"
"('MediaType.java', 'org.apache.tika.mime.MediaType', 'parse', '(?s)\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*/\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*($|;.*)', 'application/x-msdownload;format=pe')","[16345, 16455, 16565, 16675, 16785, 16895, 18797, 18909, 19021, 19133, 19245, 19357]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_7.fnm')",[950175]
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_1.si')","[717230, 718650, 719701, 719888, 735825, 737769, 738945, 739025, 739735, 741022, 741383, 741744, 742105, 758889, 761154, 761607, 762801, 763511, 764001, 764188, 785475, 785931, 789258, 793353, 793788, 796384, 797019, 797293, 797754, 798028, 813344, 817459, 817814, 818169, 818524, 819014, 819201, 819388, 819575, 839374, 840583, 842003, 842358, 842713, 843234, 843743, 843982, 844460, 860893, 863551, 880465, 883700, 901386, 901741, 903548, 903903, 904258, 905103, 905290, 905751, 923393, 923748, 924378, 924458, 924813, 946386, 947225, 948707, 949062, 950727, 951001, 1003184, 1003539, 1004249, 1005700, 1006410, 1007471, 1007745, 1008106, 1008380]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', '1')","[20272, 20752, 21232, 21712, 142503, 142983, 143463, 143943, 278475, 278955, 279435, 279915, 414981, 415461, 415941, 416421, 564977, 565457, 565937, 566417]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', '[')","[64240, 117520, 132400, 186471, 239751, 254631, 322443, 375723, 390603, 458949, 512229, 527109, 608945, 662225, 677105]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_5_Lucene50_0.tim')","[882524, 949218, 1006956]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825077466')",[778772]
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_6_Lucene50_0.pos')",[949767]
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/word/theme/theme1.xml')","[400566, 400615, 401898, 401946, 405111, 405159, 411991, 412038, 413018, 413063, 536771, 536820, 538103, 538151, 541316, 541364, 548196, 548243, 549223, 549268, 686767, 686816, 688099, 688147, 691312, 691360, 698192, 698239, 699219, 699264]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', 'G')","[53152, 56032, 175383, 178263, 311355, 314235, 447861, 450741, 597857, 600737]"
"('Translog.java', 'org.elasticsearch.index.translog.Translog$OnCloseRunnable', 'handle', '^translog-(\\d+)(\\.tlog)$', 'translog.ckp')","[263652, 263704, 263754, 263891, 263943, 263993, 264130, 550154, 550206, 550256, 550393, 550445, 550495, 550632, 700150, 700202, 700252, 700389, 700441, 700491, 700628, 719029, 719166, 719216, 719353, 719403, 719540, 719590, 719727, 719777, 720001, 740824, 741135, 741185, 741496, 741546, 741857, 741907, 742131, 742181, 742492, 763890, 764027, 764077, 764214, 764264, 764401, 764451, 764588, 764638, 764862, 794877, 795014, 795064, 795201, 795251, 795388, 795438, 795575, 795625, 795762, 795812, 795949, 795999, 796136, 796186, 796584, 796634, 796771, 796821, 797045, 797095, 797319, 797369, 797506, 797556, 797780, 797830, 798054, 798104, 798241, 818903, 819040, 819090, 819227, 819277, 819414, 819464, 819601, 819651, 819875, 843123, 843260, 843310, 843447, 843497, 843632, 843769, 843821, 843871, 844008, 844060, 844110, 844247, 844299, 844349, 844486, 844536, 844673, 862692, 862829, 862879, 863016, 863066, 863203, 863253, 863390, 863440, 863664, 882841, 882978, 883028, 883165, 883215, 883352, 883402, 883539, 883589, 883813, 904992, 905129, 905179, 905316, 905366, 905590, 905640, 905777, 905827, 906138, 927611, 927835, 927885, 928109, 928159, 928383, 928433, 928570, 928620, 928844, 949987, 950124, 950529, 950753, 950803, 951027, 951077, 951214, 951264, 951401, 967793, 967930, 967980, 968117, 968167, 968304, 968354, 968491, 968541, 968678, 985858, 985995, 986045, 986182, 986232, 986369, 986419, 986556, 986606, 986743, 1007273, 1007497, 1007547, 1007858, 1007908, 1008132, 1008182, 1008493, 1008543, 1008941]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/word/fontTable.xml')","[400665, 400714, 401427, 401475, 403872, 403920, 411896, 411943, 412927, 412972, 536870, 536919, 537632, 537680, 540077, 540125, 548101, 548148, 549132, 549177, 686866, 686915, 687628, 687676, 690073, 690121, 698097, 698144, 699128, 699173]"
"('Settings.java', 'org.elasticsearch.common.settings.Settings$Builder', 'removeNonArraysFieldsIfNewSettingsContainsFieldAsArray', '(.*)\\.\\d+$', 'node.data')","[1016, 1466, 1938, 2440, 4842, 5292, 5764, 6266, 8668, 9118, 9590, 10092, 12500, 12830, 13205, 13568, 13930, 141240, 141637, 264386, 264836, 265308, 265810, 268212, 268662, 269134, 269636, 272038, 272488, 272960, 273462, 275789, 276119, 276494, 276857, 277219, 413718, 414115, 550888, 551338, 551810, 552312, 554714, 555164, 555636, 556138, 558540, 558990, 559462, 559964, 562291, 562621, 562996, 563359, 563721, 700911, 701361, 701833, 702335, 704737, 705187, 705659, 706161, 708563, 709013, 709485, 709987, 712314, 712644, 713019, 713371, 713768, 714830, 715877, 716303, 720257, 720707, 721179, 721681, 724083, 724533, 725005, 725507, 727909, 728359, 728831, 729333, 731660, 731990, 732365, 732935, 733550, 733941, 734303, 742748, 743198, 743670, 744172, 746574, 747024, 747496, 747998, 750400, 750850, 751322, 751824, 754151, 754481, 754856, 755208, 756442, 756868, 757265, 765118, 765568, 766040, 766542, 768944, 769394, 769866, 770368, 772770, 773220, 773692, 774194, 776521, 776851, 777226, 777556, 777886, 778216, 778546, 778929, 779291, 780620, 780928, 781236, 781598, 781973, 782383, 787032, 788197, 788623, 790996, 791358, 798497, 798947, 799419, 799921, 802323, 802773, 803245, 803747, 806149, 806599, 807071, 807573, 809900, 810230, 810605, 810957, 811319, 812229, 812591, 814342, 814704, 820131, 820581, 821053, 821555, 823957, 824407, 824879, 825381, 827783, 828233, 828705, 829207, 831534, 831864, 832239, 832569, 832899, 833305, 834280, 834642, 835099, 835496, 838521, 839589, 840011, 844929, 845379, 845851, 846353, 848755, 849205, 849677, 850179, 852581, 853031, 853503, 854005, 856332, 856662, 857037, 857389, 857751, 859315, 859930, 860321, 863920, 864370, 864842, 865344, 867746, 868196, 868668, 869170, 871572, 872022, 872494, 872996, 875323, 875653, 876028, 876380, 876742, 877741, 878792, 879183, 884069, 884519, 884991, 885493, 887895, 888345, 888817, 889319, 891721, 892171, 892643, 893145, 895472, 895802, 896177, 896529, 896891, 898961, 899358, 899749, 906394, 906844, 907316, 907818, 910220, 910670, 911142, 911644, 914046, 914496, 914968, 915470, 917797, 918127, 918502, 919501, 920113, 920539, 920901, 929100, 929550, 930022, 930524, 932926, 933376, 933848, 934350, 936752, 937202, 937674, 938176, 940503, 940833, 941208, 941560, 941922, 943139, 943972, 944363, 951657, 952107, 952579, 953081, 955483, 955933, 956405, 956907, 959309, 959759, 960231, 960733, 963060, 963390, 963765, 964771, 965386, 965777, 968934, 969384, 969856, 970358, 972760, 973210, 973682, 974184, 976586, 977036, 977508, 978010, 980337, 980667, 981042, 981394, 981756, 982836, 983416, 983842, 986992, 987427, 987883, 988368, 990694, 991129, 991585, 992070, 994396, 994831, 995287, 995772, 998030, 998360, 998735, 999741, 1000321, 1000747, 1001109]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', '6')","[24928, 147159, 283131, 419637, 569633]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825114570')",[842744]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', 'H')","[30592, 31552, 32512, 32992, 33952, 34912, 35872, 37312, 37792, 39232, 49792, 50752, 57472, 59392, 60352, 62272, 63712, 65632, 72352, 73312, 75712, 77152, 77632, 79072, 79552, 88192, 92512, 94912, 95392, 99232, 102112, 104512, 105472, 111232, 115552, 119392, 119872, 121312, 122752, 133312, 133792, 140512, 140992, 152823, 153783, 154743, 155223, 156183, 157143, 158103, 159543, 160023, 161463, 172023, 172983, 179703, 181623, 182583, 184503, 185943, 187863, 194583, 195543, 197943, 199383, 199863, 201303, 201783, 210423, 214743, 217143, 217623, 221463, 224343, 226743, 227703, 233463, 237783, 241623, 242103, 243543, 244983, 255543, 256023, 262743, 263223, 288795, 289755, 290715, 291195, 292155, 293115, 294075, 295515, 295995, 297435, 307995, 308955, 315675, 317595, 318555, 320475, 321915, 323835, 330555, 331515, 333915, 335355, 335835, 337275, 337755, 346395, 350715, 353115, 353595, 357435, 360315, 362715, 363675, 369435, 373755, 377595, 378075, 379515, 380955, 391515, 391995, 398715, 399195, 425301, 426261, 427221, 427701, 428661, 429621, 430581, 432021, 432501, 433941, 444501, 445461, 452181, 454101, 455061, 456981, 458421, 460341, 467061, 468021, 470421, 471861, 472341, 473781, 474261, 482901, 487221, 489621, 490101, 493941, 496821, 499221, 500181, 505941, 510261, 514101, 514581, 516021, 517461, 528021, 528501, 535221, 535701, 575297, 576257, 577217, 577697, 578657, 579617, 580577, 582017, 582497, 583937, 594497, 595457, 602177, 604097, 605057, 606977, 608417, 610337, 617057, 618017, 620417, 621857, 622337, 623777, 624257, 632897, 637217, 639617, 640097, 643937, 646817, 649217, 650177, 655937, 660257, 664097, 664577, 666017, 667457, 678017, 678497, 685217, 685697]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', 'K')","[95872, 218103, 354075, 490581, 640577]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', 'K')","[95920, 218151, 354123, 490629, 640625]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825368726')",[949093]
