"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '\tby thor.apache.org (8.13.8+Sun/8.13.8) with ESMTP id o8FEfYjF006141')",[160959]
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Message-Id: <somebody@example.com>')","[266191, 267391]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 01 Sep 2010 21:03:14 +0000')","[5990, 57890, 112640]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1618 [PATCH] SoapGenerator/Serializer for Axis Block')","[134409, 175543]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: (qmail 17738 invoked by uid 500); 18 Sep 2010 00:15:20 -0000')","[43040, 93390, 187366]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '[ERROR] BUILD ERROR')",[193141]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1362 [PATCH] log4j.xconf should have the same default config as logkit.xconf')","[18890, 39290, 69940, 89640, 138484, 179618]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1254')","[20115, 40515, 71165, 90865, 140934, 182130]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1519')","[136109, 177243]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'X-Virus-Checked: Checked by ClamAV on apache.org')","[3540, 10340, 44640, 55440, 61390, 94990, 107740, 121340, 190566]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testAnalysis(org.apache.mahout.text.MailArchivesClusteringAnalyzerTest)')","[258633, 258654, 258664, 258675, 258685]"
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', '68')",[209592]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Mailing-List: contact dev-help@cocoon.apache.org; run by ezmlm')","[2090, 5240, 8940, 22790, 25740, 29290, 43190, 53990, 57140, 59990, 73840, 76790, 79640, 93540, 104840, 111140, 118540, 146284, 152184, 159284, 187666]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1325 [PATCH] commons-fileupload based multipart parser')","[19665, 40065, 70715, 90415, 140034, 181168]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '1) daisy:daisy-repository-api:jar:1.5-dev')",[193741]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1398 New CachingPortletAdapter')","[18290, 38690, 69340, 89040, 137284, 178418]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '\tfor <dev@cocoon.apache.org>; Wed, 15 Sep 2010 14:41:34 GMT')","[30165, 80515, 161034]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1648 Add support for ISO8601 in I18nTransformer and Forms')","[134259, 175393]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Received: (qmail 75370 invoked by uid 99); 8 Sep 2010 14:41:03 -0000')",[119315]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-2301 Cocoon Cron Block Configurable Clustering')","[30990, 81340, 162684]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1527 [PATCH] Cache control logic sheets for XSP to override getKey and getValidity')","[17465, 37865, 68515, 88215, 135634, 176768]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: (qmail 29044 invoked by uid 500); 1 Sep 2010 21:03:15 -0000')","[5190, 57090, 111040]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '  \t2) daisy:daisy-repository-xmlschema-bindings:jar:1.5-dev')",[197741]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: (qmail 31836 invoked by uid 500); 9 Sep 2010 21:11:58 -0000')","[25690, 76740, 152084]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2296')","[11040, 31440, 62090, 81790, 122740, 163584]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 4952 invoked by uid 99); 15 Sep 2010 14:41:56 -0000')","[29665, 80015, 160034]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '      mvn deploy:deploy-file -DgroupId=daisy -DartifactId=daisy-repository-xmlschema-bindings -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file -Durl=[url] -DrepositoryId=[id]')",[197341]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2262')","[11715, 32115, 62765, 82465, 124134, 164934]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-2015 Doctype added twice because root element (html) is inlined')","[13765, 34165, 64815, 84515, 128234, 169070]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-2290 CLONE - Add a read method to the SitemapComponentTestCase')","[123215, 164059]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1526 [PATCH] processToDOM returns a read-only DOM')","[135859, 176993]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Delivered-To: mailing list ant-user@jakarta.apache.org')","[265180, 265981, 266581, 267181]"
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', 'rain')","[209424, 209564, 209704]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Subject: [jira] Updated: (COCOON-2301) Cocoon Cron Block Configurable')","[26865, 77915, 154434]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 28199 invoked by uid 99); 9 Sep 2010 21:09:53 -0000')","[23165, 74215, 147034]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1340')","[139159, 180293]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1810')","[16140, 36540, 67190, 86890, 132984, 173898]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '> -----------------------------------------')","[27840, 156384]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1527')","[17540, 37940, 68590, 88290, 135784, 176918]"
"('MailArchivesClusteringAnalyzer.java', 'org.apache.mahout.text.MailArchivesClusteringAnalyzer$AlphaNumericMaxLengthFilter', 'incrementToken', '^[a-z][a-z0-9_]+$', 'mailto')",[259190]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-2300 jboss-5.1.0.GA vfszip protocol in CharsetFactory')","[121965, 162809]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '          Components: Blocks: Serializers')",[108615]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '          Issue Type: Bug')","[3915, 45015, 55815, 95365, 108490, 191316]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2108')","[126759, 167595]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1295 ParallelContentAggregator, multithreaded aggregating')","[19865, 40265, 70915, 90615, 140434, 181568]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testNonExistingIdField(org.apache.mahout.text.LuceneSegmentRecordReaderTest)')","[234723, 234785, 234796, 234806]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '------------------------------------------------')","[3665, 55565, 107990]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1618')","[134559, 175693]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '>')","[115415, 116315, 116515, 116615, 156459, 157359, 157459]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', ""COCOON-988  [PATCH] StreamGenerator can't handle multipart request parameters correctly"")","[21065, 41465, 72115, 91815, 142834, 184071]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-717  [PATCH] Namespace cleanup in HTMLSerializer')","[144459, 185841]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '  by 140.211.11.9 with SMTP; 18 Sep 2010 00:15:21 -0000')",[187191]
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', '?')",[209001]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'From: Another Test <somebody@example.com>')","[274122, 276980]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: from athena.apache.org (HELO athena.apache.org) (140.211.11.136)')","[5665, 23215, 26165, 29715, 57565, 74265, 77215, 80065, 111990, 147134, 153034, 160134]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'MIME-Version: 1.0')","[265552, 266806]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: from nike.apache.org (HELO nike.apache.org) (192.87.106.230)')","[9390, 60440, 119440]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1394 [PATCH] Implementation of PortletRequest#getQueryString()')","[137659, 178793]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1899 [PATCH] Cocoon XML:DB Implementation should not depend on Xindice')","[131259, 172173]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1807 Workaround for IE Bug in <button>')","[16165, 36565, 67215, 86915, 133034, 173948]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-865')","[143759, 185141]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testCluster2(org.apache.mahout.clustering.TestClusterEvaluator)')","[217653, 217932, 217943, 217953]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1974')","[14015, 34415, 65065, 84765, 128734, 169570]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Content-Transfer-Encoding: 7bit')","[3415, 6615, 10215, 24115, 27115, 30565, 44515, 55315, 58515, 61265, 75165, 78165, 80915, 94865, 107490, 113890, 121090, 148934, 154934, 161834, 190316, 273037, 274437, 275864, 277304]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1794 [PATCH] Propagation of namespaces to a repeaters child bindings and implementation of a move-node binding')","[133259, 174173]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1929')","[130559, 171395]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1125')","[142309, 183546]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '2) nekodtd:nekodtd:jar:0.1.11')","[46940, 97290, 195166]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'Testy McTester')","[273422, 276260]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', ""COCOON-1843 LDAPTransformer: add-entry tag doesn't work"")","[15890, 36290, 66940, 86640, 132484, 173398]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '      mvn deploy:deploy-file -DgroupId=daisy -DartifactId=daisy-repository-spi -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file -Durl=[url] -DrepositoryId=[id]')",[201491]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  \t2) daisy:daisy-repository-xmlschema-bindings:jar:1.5-dev')","[48215, 98565, 197716]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Precedence: bulk')","[104915, 111215, 118615, 146359, 152259, 159359, 187741]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1302')","[19840, 40240, 70890, 90590, 140384, 181518]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1618')","[16915, 37315, 67965, 87665, 134534, 175668]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1488 [PATCH] htmlunit-based testing, needs to be ported to 2.2')","[17990, 38390, 69040, 88740, 136684, 177818]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1697')","[134109, 175243]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2298')","[10815, 31215, 61865, 81565, 122290, 163134]"
"('GlobFilter.java', 'org.apache.hadoop.fs.GlobFilter', 'accept', 'testdata', 'testdata')","[219027, 221508, 222475, 227281, 229112, 231659]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Sat, 18 Sep 2010 00:15:00 +0000')","[43915, 94265, 189116]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-844  [PATCH] adding <wd:on-phase> and moving load() and save() to Form.')","[21590, 41990, 72640, 92340, 143884, 185266]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', ' Clustering')","[148609, 154509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1717')","[16640, 37040, 67690, 87390, 133984, 175118]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1368 [PATCH] HTTPRequestTransformer')","[138259, 179393]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  apache.snapshots (http://people.apache.org/repo/m2-snapshot-repository),')","[52915, 103265, 207116]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Date: Wed, 8 Sep 2010 10:40:37 -0400 (EDT)')","[9915, 60965, 120490]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-2162')","[126109, 166945]"
"('GlobFilter.java', 'org.apache.hadoop.fs.GlobFilter', 'accept', 'clusters-2', 'clusters-2')",[262293]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: (qmail 26895 invoked by uid 500); 1 Sep 2010 21:01:34 -0000')","[1940, 53840, 104540]"
